bias.missing_s,bias.mixing_factor,bias.adult_biased_train,bias.log_dataset,baseline.greyscale,baseline.labelled_context_set,baseline.epochs,baseline.test_batch_size,baseline.batch_size,baseline.lr,baseline.weight_decay,baseline.eta,baseline.c,baseline.method,baseline.oversample,data.log_name,data.data_pcnt,data.context_pcnt,data.test_pcnt,data.root,data.transductive,data.drop_native,data.adult_split,data.drop_discrete,data.adult_balanced_test,data.balance_all_quadrants,misc.cluster_label_file,misc.exp_group,misc.log_method,misc.use_wandb,misc.gpu,misc.use_amp,misc.seed,misc.data_split_seed,misc.save_dir,misc.results_csv,misc.resume,misc.evaluate,misc.num_workers,misc.device,misc.use_gpu,Accuracy (erm),TPR (erm),TNR (erm),Renyi preds and s (erm),Accuracy_sex_Male_1.0 (erm),Accuracy_sex_Male_0.0 (erm),Accuracy_sex_Male_0.0-sex_Male_1.0 (erm),Accuracy_sex_Male_0.0÷sex_Male_1.0 (erm),prob_pos_sex_Male_1.0 (erm),prob_pos_sex_Male_0.0 (erm),prob_pos_sex_Male_0.0-sex_Male_1.0 (erm),prob_pos_sex_Male_0.0÷sex_Male_1.0 (erm),TPR_sex_Male_1.0 (erm),TPR_sex_Male_0.0 (erm),TPR_sex_Male_0.0-sex_Male_1.0 (erm),TPR_sex_Male_0.0÷sex_Male_1.0 (erm),TNR_sex_Male_1.0 (erm),TNR_sex_Male_0.0 (erm),TNR_sex_Male_0.0-sex_Male_1.0 (erm),TNR_sex_Male_0.0÷sex_Male_1.0 (erm)
[],0.0,True,partial,False,False,60,1000,64,0.001,1e-08,0.5,0.0,erm,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_erm,True,0,False,15,15,results/adult/partial_outcome/,,,False,4,cuda:0,True,0.6399700598802395,0.3323353293413174,0.9476047904191616,0.3551111612563902,0.7305389221556886,0.5494011976047904,0.1811377245508981,0.7520491803278689,0.3323353293413174,0.0523952095808383,0.279940119760479,0.1576576576576576,0.562874251497006,0.1017964071856287,0.4610778443113772,0.1808510638297872,0.8982035928143712,0.997005988023952,0.0988023952095809,0.9009009009009008
[],0.0,True,partial,False,False,60,1000,64,0.001,1e-08,0.5,0.0,erm,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_erm,True,0,False,22,22,results/adult/partial_outcome/,,,False,4,cuda:0,True,0.6519461077844312,0.3458083832335329,0.9580838323353292,0.3124109234098035,0.7335329341317365,0.5703592814371258,0.1631736526946107,0.7775510204081634,0.3173652694610778,0.0703592814371257,0.2470059880239521,0.2216981132075471,0.5508982035928144,0.1407185628742515,0.4101796407185629,0.2554347826086956,0.9161676646706588,1.0,0.0838323353293413,0.9161676646706588
[],0.0,True,partial,False,False,60,1000,64,0.001,1e-08,0.5,0.0,erm,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_erm,True,0,False,21,21,results/adult/partial_outcome/,,,False,4,cuda:0,True,0.6706586826347305,0.3967065868263473,0.9446107784431138,0.3865360553358873,0.7769461077844312,0.5643712574850299,0.2125748502994012,0.7263969171483622,0.3877245508982035,0.0643712574850299,0.3233532934131736,0.166023166023166,0.6646706586826348,0.1287425149700598,0.5359281437125749,0.1936936936936936,0.8892215568862275,1.0,0.1107784431137725,0.8892215568862275
[],0.0,True,partial,False,False,60,1000,64,0.001,1e-08,0.5,0.0,erm,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_erm,True,0,False,23,23,results/adult/partial_outcome/,,,False,4,cuda:0,True,0.6811377245508982,0.3847305389221557,0.9775449101796408,0.3383110024301974,0.7949101796407185,0.5673652694610778,0.2275449101796407,0.7137476459510358,0.3398203592814371,0.0673652694610778,0.2724550898203592,0.198237885462555,0.6347305389221557,0.1347305389221557,0.5,0.2122641509433962,0.9550898203592816,1.0,0.0449101796407185,0.9550898203592816
[],0.0,True,partial,False,False,60,1000,64,0.001,1e-08,0.5,0.0,erm,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_erm,True,0,False,25,25,results/adult/partial_outcome/,,,False,4,cuda:0,True,0.6594311377245509,0.3652694610778443,0.9535928143712576,0.3610028017581262,0.7619760479041916,0.5568862275449101,0.2050898203592814,0.730844793713163,0.3517964071856287,0.059880239520958,0.2919161676646706,0.1702127659574468,0.6137724550898204,0.1167664670658682,0.4970059880239521,0.1902439024390244,0.9101796407185628,0.997005988023952,0.0868263473053893,0.9129129129129128
[],0.0,True,partial,False,False,60,1000,64,0.001,1e-08,0.5,0.0,erm,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_erm,True,0,False,24,24,results/adult/partial_outcome/,,,False,4,cuda:0,True,0.6534431137724551,0.3787425149700599,0.9281437125748504,0.3493664433563472,0.7335329341317365,0.5733532934131736,0.1601796407185628,0.7816326530612245,0.3712574850299401,0.0793413173652694,0.2919161676646706,0.2137096774193548,0.6047904191616766,0.1526946107784431,0.4520958083832335,0.2524752475247525,0.8622754491017964,0.994011976047904,0.1317365269461077,0.8674698795180723
[],0.0,True,partial,False,False,60,1000,64,0.001,1e-08,0.5,0.0,erm,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_erm,True,0,False,27,27,results/adult/partial_outcome/,,,False,4,cuda:0,True,0.6452095808383234,0.3383233532934132,0.9520958083832336,0.3640675701955878,0.7470059880239521,0.5434131736526946,0.2035928143712575,0.7274549098196392,0.3368263473053892,0.0494011976047904,0.2874251497005988,0.1466666666666666,0.5838323353293413,0.092814371257485,0.4910179640718562,0.1589743589743589,0.9101796407185628,0.994011976047904,0.0838323353293413,0.9156626506024096
[],0.0,True,partial,False,False,60,1000,64,0.001,1e-08,0.5,0.0,erm,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_erm,True,0,False,26,26,results/adult/partial_outcome/,,,False,4,cuda:0,True,0.6526946107784432,0.3652694610778443,0.940119760479042,0.3695594648225787,0.7440119760479041,0.561377245508982,0.1826347305389221,0.7545271629778673,0.3637724550898203,0.061377245508982,0.3023952095808383,0.1687242798353909,0.6077844311377245,0.122754491017964,0.4850299401197604,0.2019704433497537,0.8802395209580839,1.0,0.1197604790419161,0.8802395209580839
[],0.0,True,partial,False,False,60,1000,64,0.001,1e-08,0.5,0.0,erm,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_erm,True,0,False,28,28,results/adult/partial_outcome/,,,False,4,cuda:0,True,0.6511976047904192,0.3547904191616766,0.9476047904191616,0.3792057389876938,0.7574850299401198,0.5449101796407185,0.2125748502994012,0.7193675889328063,0.3562874251497006,0.0508982035928143,0.3053892215568862,0.1428571428571428,0.6137724550898204,0.0958083832335329,0.5179640718562875,0.1560975609756097,0.9011976047904192,0.994011976047904,0.0928143712574849,0.9066265060240964
[],0.0,True,partial,False,False,60,1000,64,0.001,1e-08,0.5,0.0,erm,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_erm,True,0,False,29,29,results/adult/partial_outcome/,,,False,4,cuda:0,True,0.6788922155688623,0.39820359281437123,0.9595808383233533,0.35636107615849344,0.7859281437125748,0.5718562874251497,0.2140718562874251,0.7276190476190477,0.36676646706586824,0.0718562874251497,0.29491017964071853,0.1959183673469388,0.6526946107784432,0.1437125748502994,0.5089820359281437,0.2201834862385321,0.9191616766467066,1.0,0.08083832335329344,0.9191616766467066
