bias.missing_s,bias.mixing_factor,bias.adult_biased_train,bias.subsample_context.0,bias.subsample_context.1,bias.subsample_context.2,bias.subsample_context.3,bias.subsample_train.0,bias.subsample_train.1,bias.subsample_train.2,bias.subsample_train.3,bias.log_dataset,baselines.greyscale,baselines.labelled_context_set,baselines.epochs,baselines.test_batch_size,baselines.batch_size,baselines.lr,baselines.weight_decay,baselines.eta,baselines.method,baselines.pred_s,baselines.oversample,data.log_name,data.data_pcnt,data.context_pcnt,data.test_pcnt,data.root,data.transductive,data.quant_level,data.input_noise,data.scale,data.greyscale,data.background,data.black,data.binarize,data.rotate_data,data.shift_data,data.color_correlation,data.padding,data.filter_map_labels.2,data.filter_map_labels.4,data.colors,misc.cluster_label_file,misc.exp_group,misc.log_method,misc.use_wandb,misc.gpu,misc.use_amp,misc.seed,misc.data_split_seed,misc.save_dir,misc.results_csv,misc.resume,misc.evaluate,misc.num_workers,misc.device,misc.use_gpu,Accuracy (cnn),TPR (cnn),TNR (cnn),Renyi preds and s (cnn),Accuracy_colour_0.0 (cnn),Accuracy_colour_1.0 (cnn),Accuracy_colour_0.0-colour_1.0 (cnn),Accuracy_colour_0.0÷colour_1.0 (cnn),prob_pos_colour_0.0 (cnn),prob_pos_colour_1.0 (cnn),prob_pos_colour_0.0-colour_1.0 (cnn),prob_pos_colour_0.0÷colour_1.0 (cnn),TPR_colour_0.0 (cnn),TPR_colour_1.0 (cnn),TPR_colour_0.0-colour_1.0 (cnn),TPR_colour_0.0÷colour_1.0 (cnn),TNR_colour_0.0 (cnn),TNR_colour_1.0 (cnn),TNR_colour_0.0-colour_1.0 (cnn),TNR_colour_0.0÷colour_1.0 (cnn)
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.5,cnn,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,10,10,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7542204568023834,0.4969450101832994,0.999031007751938,0.560112529700421,0.5050200803212851,0.9980353634577604,0.4930152831364752,0.5060142143376656,0.0,0.4803536345776031,0.4803536345776031,0.0,0.0,0.9979550102249488,0.9979550102249488,0.0,1.0,0.998109640831758,0.0018903591682419,0.998109640831758
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.5,cnn,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,11,11,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7517378351539226,0.4979633401221996,0.993217054263566,0.574462055631133,0.5128458498023716,0.9930139720558884,0.4801681222535167,0.51645381055475,0.0,0.4950099800399201,0.4950099800399201,0.0,0.0,1.0,1.0,0.0,1.0,0.98635477582846,0.01364522417154,0.98635477582846
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.5,cnn,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,12,12,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7711022840119166,0.5346232179226069,0.996124031007752,0.5776003104415013,0.5308008213552361,0.9961538461538462,0.46535302479861,0.5328502453759126,0.0,0.5086538461538461,0.5086538461538461,0.0,0.0,1.0,1.0,0.0,1.0,0.9922330097087378,0.0077669902912621,0.9922330097087378
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.5,cnn,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,13,13,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7537239324726912,0.4979633401221996,0.997093023255814,0.5748035543302101,0.5166994106090373,0.9959839357429718,0.4792845251339345,0.5187828759743964,0.0,0.4939759036144578,0.4939759036144578,0.0,0.0,0.9979591836734694,0.9979591836734694,0.0,1.0,0.9940711462450592,0.0059288537549406,0.9940711462450592
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.5,cnn,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,14,14,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7581926514399205,0.5091649694501018,0.99515503875969,0.5836905370970683,0.5255905511811023,0.99498997995992,0.4693994287788176,0.5282370292837262,0.0,0.5060120240480962,0.5060120240480962,0.0,0.0,1.0,1.0,0.0,1.0,0.9899598393574296,0.0100401606425702,0.9899598393574296
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.5,cnn,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,15,15,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.746772591857001,0.4826883910386965,0.998062015503876,0.565231423769731,0.5034213098729228,0.9979818365287588,0.494560526655836,0.5044393509444555,0.0,0.4803229061553986,0.4803229061553986,0.0,0.0,1.0,1.0,0.0,1.0,0.9961315280464216,0.0038684719535783,0.9961315280464216
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.5,cnn,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,16,16,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7418073485600795,0.4765784114052953,0.994186046511628,0.5631167195907949,0.4980430528375734,0.9929435483870968,0.4949004955495233,0.5015824450912414,0.0,0.4778225806451613,0.4778225806451613,0.0,0.0,0.997867803837953,0.997867803837953,0.0,1.0,0.988527724665392,0.011472275334608,0.988527724665392
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.5,cnn,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,17,17,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7413108242303873,0.4765784114052953,0.993217054263566,0.5650148677010917,0.4990234375,0.991919191919192,0.4928957544191918,0.5030888015529532,0.0,0.4797979797979798,0.4797979797979798,0.0,0.0,0.997867803837953,0.997867803837953,0.0,1.0,0.9865642994241842,0.0134357005758157,0.9865642994241842
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.5,cnn,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,18,18,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7487586891757696,0.4867617107942973,0.998062015503876,0.5632833528458129,0.5029585798816568,0.998,0.4950414201183432,0.5039665129074717,0.0,0.48,0.48,0.0,0.0,1.0,1.0,0.0,1.0,0.9961685823754788,0.0038314176245211,0.9961685823754788
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.5,cnn,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,19,19,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7517378351539226,0.4949083503054989,0.996124031007752,0.5732575408300908,0.5147347740667977,0.993975903614458,0.4792411295476602,0.5178543787581116,0.0,0.4919678714859438,0.4919678714859438,0.0,0.0,0.9959016393442623,0.9959016393442623,0.0,1.0,0.9921259842519684,0.0078740157480314,0.9921259842519684
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.5,cnn,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,20,20,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7507447864945382,0.4887983706720977,1.0,0.5632833528458129,0.5059171597633136,0.999,0.4930828402366863,0.5064235833466603,0.0,0.48,0.48,0.0,0.0,0.997920997920998,0.997920997920998,0.0,1.0,1.0,0.0,1.0
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.5,cnn,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,21,21,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7507447864945382,0.4908350305498982,0.998062015503876,0.5613250363731489,0.5024875621890548,0.998017839444995,0.4955302772559402,0.5034855513890331,0.0,0.4796828543111992,0.4796828543111992,0.0,0.0,1.0,1.0,0.0,1.0,0.9962049335863378,0.0037950664136622,0.9962049335863378
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.5,cnn,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,22,22,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7641509433962265,0.5203665987780041,0.996124031007752,0.5678025415768002,0.517948717948718,0.9951876804619828,0.4772389625132647,0.5204533055596886,0.0,0.4956689124157844,0.4956689124157844,0.0,0.0,0.998046875,0.998046875,0.0,1.0,0.9924098671726757,0.0075901328273244,0.9924098671726757
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.5,cnn,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,23,23,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7512413108242304,0.4938900203665988,0.996124031007752,0.5629007454276324,0.5044955044955045,0.9950641658440276,0.4905686613485231,0.5069979623551052,0.0,0.4827245804540967,0.4827245804540967,0.0,0.0,0.9979423868312756,0.9979423868312756,0.0,1.0,0.9924098671726757,0.0075901328273244,0.9924098671726757
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.5,cnn,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,24,24,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7457795431976166,0.4786150712830957,1.0,0.5500870873069217,0.4900398406374502,1.0,0.5099601593625498,0.4900398406374502,0.0,0.4653465346534653,0.4653465346534653,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.5,cnn,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,25,25,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7567030784508441,0.5061099796334012,0.99515503875969,0.5779227534841564,0.5207920792079208,0.99402390438247,0.4732318251745493,0.5239230937121768,0.0,0.5,0.5,0.0,0.0,0.997991967871486,0.997991967871486,0.0,1.0,0.9901185770750988,0.0098814229249012,0.9901185770750988
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.5,cnn,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,26,26,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7606752730883813,0.5132382892057027,0.996124031007752,0.5603854246192319,0.5087538619979403,0.9952061361457336,0.4864522741477932,0.5112045068052521,0.0,0.4870565675934803,0.4870565675934803,0.0,0.0,0.998019801980198,0.998019801980198,0.0,1.0,0.9925650557620818,0.0074349442379182,0.9925650557620818
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.5,cnn,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,27,27,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7318768619662364,0.455193482688391,0.99515503875969,0.550910787363718,0.481086323957323,0.9949135300101728,0.5138272060528499,0.4835458654908471,0.0,0.4598168870803662,0.4598168870803662,0.0,0.0,1.0,1.0,0.0,1.0,0.9906716417910448,0.0093283582089552,0.9906716417910448
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.5,cnn,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,28,28,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7696127110228401,0.5285132382892057,0.999031007751938,0.5766407236016903,0.5304878048780488,0.9980582524271844,0.4675704475491357,0.5315198823194458,0.0,0.5048543689320388,0.5048543689320388,0.0,0.0,0.9980769230769232,0.9980769230769232,0.0,1.0,0.9980392156862744,0.0019607843137254,0.9980392156862744
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.5,cnn,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,29,29,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7557100297914597,0.4989816700610998,1.0,0.5586450367958091,0.5050403225806451,0.9990215264187867,0.4939812038381416,0.505534975198256,0.0,0.4794520547945205,0.4794520547945205,0.0,0.0,0.9979633401221996,0.9979633401221996,0.0,1.0,1.0,0.0,1.0
