approach,Seed,data,method,wandb_url,cluster_test_acc,cluster_context_acc,Accuracy,TPR,TNR,Renyi preds and s,Accuracy_sens_1,Accuracy_sens_0,Accuracy_sens_0-sens_1,Accuracy_sens_0/sens_1,prob_pos_sens_1,prob_pos_sens_0,prob_pos_sens_0-sens_1,prob_pos_sens_0/sens_1,TPR_sens_1,TPR_sens_0,TPR_sens_0-sens_1,TPR_sens_0/sens_1,TNR_sens_1,TNR_sens_0,TNR_sens_0-sens_1,TNR_sens_0/sens_1
CNN,31,train,CNN,(None),n/a,n/a,0.819265144,0.637474542,0.992248062,0.384806378,0.654033042,0.991878173,0.337845131,0.659388481,0.139941691,0.497461929,0.357520238,0.281311358,0.288,1,0.712,0.288,1,0.984095427,0.015904573,0.984095427
CNN,32,train,CNN,(None),n/a,n/a,0.856504469,0.712830957,0.993217054,0.286486282,0.717717718,0.993103448,0.275385731,0.722701869,0.213213213,0.486699507,0.273486294,0.43807978,0.43030303,1,0.56969697,0.43030303,1,0.986742424,0.013257576,0.986742424
CNN,33,train,CNN,(None),n/a,n/a,0.773584906,0.542769857,0.993217054,0.559180323,0.533748702,0.993339676,0.459590975,0.537327477,0.009345794,0.505233111,0.495887317,0.018497985,0.019650655,1,0.980349345,0.019650655,1,0.986717268,0.013282732,0.986717268
CNN,34,train,CNN,(None),n/a,n/a,0.869910626,0.741344196,0.992248062,0.282784996,0.752203722,0.990936556,0.238732834,0.759083634,0.231145935,0.503524673,0.272378737,0.459055828,0.482617587,0.997971602,0.515354016,0.483598517,1,0.984,0.016,0.984
CNN,35,train,CNN,(None),n/a,n/a,0.841112214,0.678207739,0.996124031,0.361103367,0.996011964,0.68743818,0.308573784,0.690190685,0.503489531,0.163204748,0.340284784,0.324147252,1,0.343035343,0.656964657,0.343035343,0.992031873,1,0.007968127,0.992031873
CNN,36,train,CNN,(None),n/a,n/a,0.804369414,0.606924644,0.992248062,0.410997298,0.624878523,0.991878173,0.36699965,0.629995235,0.115646259,0.492385787,0.376739528,0.234869205,0.235643564,1,0.764356436,0.235643564,1,0.984251969,0.015748031,0.984251969
CNN,37,train,CNN,(None),n/a,n/a,0.974677259,0.951120163,0.997093023,0.039099908,0.952143569,0.997032641,0.044889072,0.95497733,0.445663011,0.484668645,0.039005634,0.919521029,0.903030303,1,0.096969697,0.903030303,1,0.994274809,0.005725191,0.994274809
CNN,38,train,CNN,(None),n/a,n/a,0.869910626,0.744399185,0.989341085,0.255934083,0.752952756,0.988977956,0.2360252,0.761344327,0.246062992,0.492985972,0.24692298,0.499127777,0.499001996,1,0.500998004,0.499001996,1,0.978723404,0.021276596,0.978723404
CNN,39,train,CNN,(None),n/a,n/a,0.916583913,0.83503055,0.994186047,0.181677841,0.841796875,0.993939394,0.152142519,0.846929783,0.322265625,0.501010101,0.178744476,0.643231792,0.670731707,1,0.329268293,0.670731707,1,0.988,0.012,0.988
CNN,40,train,CNN,(None),n/a,n/a,0.93694141,0.873727088,0.997093023,0.15670328,0.877591313,0.997002997,0.119411684,0.880229363,0.350444225,0.505494505,0.15505028,0.693270097,0.741127349,1,0.258872651,0.741127349,1,0.993975904,0.006024096,0.993975904
CNN,41,train,CNN,(None),n/a,n/a,0.887785501,0.775967413,0.994186047,0.245563474,0.992842536,0.788610039,0.204232497,0.794295178,0.50408998,0.265444015,0.238645964,0.526580623,0.99795082,0.556680162,0.441270658,0.557823242,0.987755102,1,0.012244898,0.987755102
CNN,42,train,CNN,(None),n/a,n/a,0.87388282,0.744399185,0.997093023,0.287412485,0.744659207,0.997090204,0.252430997,0.746832336,0.222787386,0.499515034,0.276727648,0.446007368,0.465957447,1,0.534042553,0.465957447,1,0.994219653,0.005780347,0.994219653
CNN,43,train,CNN,(None),n/a,n/a,0.863455809,0.723014257,0.997093023,0.258328765,0.73280943,0.996987952,0.264178522,0.735023356,0.231827112,0.478915663,0.247088551,0.484066674,0.464566929,1,0.535433071,0.464566929,1,0.994252874,0.005747126,0.994252874
CNN,44,train,CNN,(None),n/a,n/a,0.893743793,0.789205703,0.993217054,0.237275293,0.993076162,0.793619143,0.19945702,0.799152344,0.503461919,0.27218345,0.231278469,0.540623708,1,0.56875,0.43125,0.56875,0.986247544,1,0.013752456,0.986247544
CNN,45,train,CNN,(None),n/a,n/a,0.823237339,0.642566191,0.995155039,0.366158836,0.657226563,0.994949495,0.337722932,0.660562738,0.1484375,0.488888889,0.340451389,0.303622159,0.302186879,1,0.697813121,0.302186879,1,0.990215264,0.009784736,0.990215264
CNN,46,train,CNN,(None),n/a,n/a,0.805858987,0.606924644,0.995155039,0.451477328,0.99490835,0.625968992,0.368939358,0.629172518,0.510183299,0.096899225,0.413284075,0.189930217,1,0.205761317,0.794238683,0.205761317,0.989711934,1,0.010288066,0.989711934
CNN,47,train,CNN,(None),n/a,n/a,0.875868918,0.748472505,0.997093023,0.29219818,0.997169811,0.741090147,0.256079665,0.743193525,0.5,0.21802935,0.28197065,0.4360587,1,0.457142857,0.542857143,0.457142857,0.994371482,1,0.005628518,0.994371482
CNN,48,train,CNN,(None),n/a,n/a,0.807845084,0.615071283,0.99127907,0.39441094,0.9906639,0.64,0.3506639,0.646031414,0.493775934,0.13047619,0.363299743,0.264241697,1,0.266019417,0.733980583,0.266019417,0.981891348,1,0.018108652,0.981891348
CNN,49,train,CNN,(None),n/a,n/a,0.796425025,0.593686354,0.989341085,0.460463423,0.98891129,0.609589041,0.379322249,0.616424392,0.508064516,0.088062622,0.420001894,0.173329606,1,0.18404908,0.81595092,0.18404908,0.977955912,1,0.022044088,0.977955912
CNN,50,train,CNN,(None),n/a,n/a,0.906156902,0.813645621,0.994186047,0.209875566,0.99389002,0.822674419,0.171215602,0.827731843,0.50509165,0.299418605,0.205673045,0.592800544,1,0.62804878,0.37195122,0.62804878,0.987804878,1,0.012195122,0.987804878
CNN,51,train,CNN,(None),n/a,n/a,0.821251241,0.640529532,0.993217054,0.390253816,0.992900609,0.656614786,0.336285823,0.661309682,0.501014199,0.138132296,0.362881903,0.275705351,1,0.286868687,0.713131313,0.286868687,0.985971944,1,0.014028056,0.985971944
CNN,52,train,CNN,(None),n/a,n/a,0.759682224,0.513238289,0.994186047,0.548023538,0.99408867,0.521521522,0.472567148,0.52462274,0.489655172,0.013013013,0.476642159,0.026575872,1,0.026476578,0.973523422,0.026476578,0.988549618,1,0.011450382,0.988549618
CNN,53,train,CNN,(None),n/a,n/a,0.798907646,0.594704684,0.993217054,0.454880979,0.600802407,0.993117011,0.392314604,0.604966384,0.084252758,0.498525074,0.414272315,0.169004054,0.174273859,1,0.825726141,0.174273859,1,0.986460348,0.013539652,0.986460348
CNN,54,train,CNN,(None),n/a,n/a,0.91857001,0.83808554,0.995155039,0.153512954,0.84548105,0.994923858,0.149442808,0.849794728,0.337220603,0.488324873,0.151104271,0.690566099,0.685770751,1,0.314229249,0.685770751,1,0.990176817,0.009823183,0.990176817
CNN,55,train,CNN,(None),n/a,n/a,0.771598808,0.537678208,0.994186047,0.548931731,0.994041708,0.549155909,0.444885799,0.552447552,0.507447865,0.022840119,0.484607746,0.045009785,1,0.048218029,0.951781971,0.048218029,0.988047809,1,0.011952191,0.988047809
CNN,56,train,CNN,(None),n/a,n/a,0.931479643,0.864562118,0.995155039,0.158630174,0.862745098,0.995215311,0.132470213,0.866892911,0.342621259,0.499521531,0.156900272,0.685898881,0.713978495,1,0.286021505,0.713978495,1,0.990530303,0.009469697,0.990530303
CNN,57,train,CNN,(None),n/a,n/a,0.805858987,0.612016293,0.990310078,0.441366831,0.99000999,0.623889437,0.366120553,0.630184992,0.507492507,0.101678184,0.405814324,0.200354059,1,0.212809917,0.787190083,0.212809917,0.980119284,1,0.019880716,0.980119284
CNN,58,train,CNN,(None),n/a,n/a,0.829195631,0.656822811,0.993217054,0.379329832,0.993262753,0.654358974,0.338903778,0.658797456,0.495668912,0.140512821,0.355156092,0.283481205,1,0.289029536,0.710970464,0.289029536,0.986817326,1,0.013182674,0.986817326
CNN,59,train,CNN,(None),n/a,n/a,0.911618669,0.824847251,0.994186047,0.151614265,0.827482447,0.994100295,0.166617848,0.832393322,0.32998997,0.47885939,0.14886942,0.689116631,0.656686627,1,0.343313373,0.656686627,1,0.98880597,0.01119403,0.98880597
CNN,60,train,CNN,(None),n/a,n/a,0.942403178,0.890020367,0.992248062,0.107444185,0.991744066,0.896650718,0.095093348,0.904115032,0.493292054,0.386602871,0.106689183,0.783720046,1,0.7890625,0.2109375,0.7890625,0.983967936,1,0.016032064,0.983967936
CNN,61,train,CNN,(None),n/a,n/a,0.897219464,0.793279022,0.996124031,0.218930921,0.995934959,0.802912621,0.193022338,0.806189816,0.49796748,0.284466019,0.21350146,0.57125421,1,0.590725806,0.409274194,0.590725806,0.991967871,1,0.008032129,0.991967871
CNN,62,train,CNN,(None),n/a,n/a,0.883316783,0.767820774,0.993217054,0.23683614,0.774257426,0.993027888,0.218770463,0.779693536,0.263366337,0.493027888,0.229661552,0.534181418,0.538461538,1,0.461538462,0.538461538,1,0.986434109,0.013565891,0.986434109
CNN,63,train,CNN,(None),n/a,n/a,0.930486594,0.858452138,0.999031008,0.095112096,0.862376238,0.999003984,0.136627746,0.863236034,0.372277228,0.466135458,0.09385823,0.798646018,0.730097087,1,0.269902913,0.730097087,1,0.998137803,0.001862197,0.998137803
CNN,64,train,CNN,(None),n/a,n/a,0.847070506,0.689409369,0.997093023,0.349874785,0.997118156,0.686536485,0.310581671,0.688520695,0.497598463,0.166495375,0.331103088,0.334597848,1,0.346895075,0.653104925,0.346895075,0.994296578,1,0.005703422,0.994296578
CNN,65,train,CNN,(None),n/a,n/a,0.879841112,0.760692464,0.993217054,0.278810426,0.769607843,0.992957746,0.223349903,0.775066055,0.241176471,0.511066398,0.269889928,0.471908291,0.511434511,1,0.488565489,0.511434511,1,0.985801217,0.014198783,0.985801217
CNN,66,train,CNN,(None),n/a,n/a,0.897715988,0.792260692,0.998062016,0.203481614,0.998044966,0.794147326,0.20389764,0.795702952,0.484848485,0.286579213,0.198269272,0.591069627,1,0.581967213,0.418032787,0.581967213,0.996219282,1,0.003780718,0.996219282
CNN,67,train,CNN,(None),n/a,n/a,0.776564052,0.547861507,0.994186047,0.530748814,0.554663992,0.994100295,0.439436303,0.557955766,0.032096289,0.503441495,0.471345206,0.063753761,0.067226891,1,0.932773109,0.067226891,1,0.988258317,0.011741683,0.988258317
CNN,68,train,CNN,(None),n/a,n/a,0.759682224,0.513238289,0.994186047,0.565178617,0.994053518,0.524378109,0.469675409,0.527514968,0.49851338,0.006965174,0.491548205,0.01397189,1,0.01443299,0.98556701,0.01443299,0.98828125,1,0.01171875,0.98828125
CNN,69,train,CNN,(None),n/a,n/a,0.897715988,0.795315682,0.995155039,0.183563957,0.800990099,0.99501992,0.194029821,0.804999058,0.300990099,0.480079681,0.179089582,0.626958629,0.601980198,1,0.398019802,0.601980198,1,0.990512334,0.009487666,0.990512334
CNN,70,train,CNN,(None),n/a,n/a,0.84409136,0.684317719,0.996124031,0.308393379,0.688193744,0.995112414,0.306918671,0.69157387,0.187689203,0.478983382,0.291294179,0.391849091,0.375757576,0.997946612,0.622189036,0.376530739,1,0.992537313,0.007462687,0.992537313
CNN,71,train,CNN,(None),n/a,n/a,0.937437934,0.875763747,0.996124031,0.155356922,0.996078431,0.877263581,0.11881485,0.880717375,0.504901961,0.35110664,0.153795321,0.695395675,1,0.740976645,0.259023355,0.740976645,0.992141454,1,0.007858546,0.992141454
CNN,72,train,CNN,(None),n/a,n/a,0.823733863,0.646639511,0.992248062,0.387917586,0.991761071,0.667305849,0.324455223,0.672849407,0.50669413,0.144774688,0.361919441,0.285724029,1,0.303212851,0.696787149,0.303212851,0.983572895,1,0.016427105,0.983572895
CNN,73,train,CNN,(None),n/a,n/a,0.821251241,0.636456212,0.997093023,0.420089654,0.64084507,0.997058824,0.356213753,0.642735469,0.114688129,0.503921569,0.38923344,0.227591228,0.242038217,1,0.757961783,0.242038217,1,0.99410609,0.00589391,0.99410609
CNN,74,train,CNN,(None),n/a,n/a,0.920556107,0.83910387,0.998062016,0.167199209,0.99805258,0.839918946,0.158133634,0.841557813,0.490749757,0.326241135,0.164508622,0.664781042,1,0.670833333,0.329166667,0.670833333,0.996190476,1,0.003809524,0.996190476
CNN,75,train,CNN,(None),n/a,n/a,0.815292949,0.625254582,0.996124031,0.377145244,0.637080868,0.996,0.358919132,0.639639426,0.134122288,0.482,0.347877712,0.278262008,0.26984127,1,0.73015873,0.26984127,1,0.992337165,0.007662835,0.992337165
CNN,76,train,CNN,(None),n/a,n/a,0.897715988,0.798370672,0.992248062,0.165095396,0.810162991,0.991761071,0.18159808,0.816893317,0.315436242,0.476828012,0.161391771,0.661530433,0.624288425,1,0.375711575,0.624288425,1,0.984496124,0.015503876,0.984496124
CNN,77,train,CNN,(None),n/a,n/a,0.798907646,0.598778004,0.989341085,0.430750134,0.61485826,0.988900101,0.374041841,0.62175973,0.103616813,0.497477296,0.393860482,0.208284507,0.212,1,0.788,0.212,1,0.978388998,0.021611002,0.978388998
CNN,78,train,CNN,(None),n/a,n/a,0.942403178,0.887983707,0.994186047,0.120007488,0.891732283,0.993987976,0.102255692,0.897125826,0.376968504,0.495991984,0.11902348,0.760029428,0.776876268,1,0.223123732,0.776876268,1,0.988212181,0.011787819,0.988212181
CNN,79,train,CNN,(None),n/a,n/a,0.823237339,0.643584521,0.994186047,0.368244195,0.992790937,0.665388303,0.327402634,0.670219961,0.494335736,0.151486098,0.342849639,0.306443752,0.997894737,0.311637081,0.686257656,0.312294543,0.987903226,1,0.012096774,0.987903226
CNN,80,train,CNN,(None),n/a,n/a,0.829692155,0.655804481,0.995155039,0.363668007,0.995024876,0.665014866,0.330010009,0.668339941,0.492537313,0.152626363,0.339910951,0.309877767,1,0.31300813,0.68699187,0.31300813,0.990291262,1,0.009708738,0.990291262
CNN,81,train,CNN,(None),n/a,n/a,0.80734856,0.613034623,0.992248062,0.453562569,0.991927346,0.6285435,0.363383847,0.633658808,0.514631685,0.097751711,0.416879975,0.189944991,1,0.208333333,0.791666667,0.208333333,0.983640082,1,0.016359918,0.983640082
CNN,82,train,CNN,(None),n/a,n/a,0.839622642,0.676171079,0.995155039,0.301157212,0.995044599,0.68358209,0.311462509,0.686986383,0.473736373,0.190049751,0.283686621,0.401171964,1,0.37524558,0.62475442,0.37524558,0.990671642,1,0.009328358,0.990671642
CNN,83,train,CNN,(None),n/a,n/a,0.798907646,0.596741344,0.99127907,0.372287558,0.990769231,0.618864293,0.371904938,0.624630109,0.470769231,0.130895091,0.339874139,0.278045129,1,0.255639098,0.744360902,0.255639098,0.982857143,1,0.017142857,0.982857143
CNN,84,train,CNN,(None),n/a,n/a,0.920059583,0.83910387,0.997093023,0.157022349,0.844334975,0.996996997,0.152662022,0.846878153,0.333990148,0.488488488,0.154498341,0.683721634,0.682092555,1,0.317907445,0.682092555,1,0.994163424,0.005836576,0.994163424
CNN,85,train,CNN,(None),n/a,n/a,0.832174777,0.656822811,0.999031008,0.379985192,0.666996047,0.999001996,0.332005949,0.667662377,0.144268775,0.499001996,0.354733221,0.289114625,0.302277433,1,0.697722567,0.302277433,1,0.998011928,0.001988072,0.998011928
CNN,86,train,CNN,(None),n/a,n/a,0.880337637,0.763747454,0.99127907,0.231623378,0.990954774,0.77232581,0.218628964,0.779375437,0.490452261,0.265947007,0.224505254,0.542248508,1,0.538767396,0.461232604,0.538767396,0.98255814,1,0.01744186,0.98255814
CNN,87,train,CNN,(None),n/a,n/a,0.951340616,0.903258656,0.997093023,0.110792238,0.907407407,0.996963563,0.089556155,0.910171085,0.38791423,0.497975709,0.110061478,0.778982234,0.807302231,1,0.192697769,0.807302231,1,0.993987976,0.006012024,0.993987976
CNN,88,train,CNN,(None),n/a,n/a,0.900695134,0.798370672,0.998062016,0.219858517,0.998013903,0.803376365,0.194637537,0.804975124,0.497517378,0.283018868,0.21449851,0.568862275,1,0.590062112,0.409937888,0.590062112,0.996062992,1,0.003937008,0.996062992
CNN,89,train,CNN,(None),n/a,n/a,0.878848064,0.758655804,0.993217054,0.239418734,0.992886179,0.769902913,0.222983266,0.775419105,0.491869919,0.260194175,0.231675744,0.52898981,1,0.530693069,0.469306931,0.530693069,0.986193294,1,0.013806706,0.986193294
CNN,90,train,CNN,(None),n/a,n/a,0.9632572,0.925661914,0.999031008,0.082458234,0.926262626,0.999023438,0.072760811,0.927168064,0.41010101,0.4921875,0.08208649,0.8332211,0.847599165,1,0.152400835,0.847599165,1,0.998080614,0.001919386,0.998080614
CNN,91,train,CNN,(None),n/a,n/a,0.846573982,0.689409369,0.996124031,0.339801293,0.99627907,0.675186368,0.321092701,0.677708073,0.488372093,0.166134185,0.322237908,0.340179522,1,0.338394794,0.661605206,0.338394794,0.992779783,1,0.007220217,0.992779783
CNN,92,train,CNN,(None),n/a,n/a,0.854021847,0.707739308,0.993217054,0.314354836,0.718074656,0.992971888,0.274897231,0.723157086,0.200392927,0.5,0.299607073,0.400785855,0.415478615,1,0.584521385,0.415478615,1,0.986138614,0.013861386,0.986138614
CNN,93,train,CNN,(None),n/a,n/a,0.909136048,0.817718941,0.996124031,0.224348276,0.82364532,0.995995996,0.172350676,0.826956457,0.291625616,0.511511512,0.219885896,0.570125225,0.623157895,1,0.376842105,0.623157895,1,0.991869919,0.008130081,0.991869919
CNN,94,train,CNN,(None),n/a,n/a,0.905163853,0.809572301,0.996124031,0.17912018,0.822580645,0.995833333,0.173252688,0.826022405,0.313092979,0.488541667,0.175448688,0.640872623,0.638297872,1,0.361702128,0.638297872,1,0.991919192,0.008080808,0.991919192
CNN,95,train,CNN,(None),n/a,n/a,0.895233366,0.791242363,0.994186047,0.224690689,0.800389484,0.993920973,0.193531489,0.805284832,0.281402142,0.500506586,0.219104443,0.562234644,0.585020243,1,0.414979757,0.585020243,1,0.987975952,0.012024048,0.987975952
CNN,96,train,CNN,(None),n/a,n/a,0.918073486,0.83604888,0.996124031,0.183446942,0.835040984,0.996146435,0.161105452,0.838271316,0.316598361,0.497109827,0.180511466,0.636878098,0.657446809,1,0.342553191,0.657446809,1,0.992395437,0.007604563,0.992395437
CNN,97,train,CNN,(None),n/a,n/a,0.900695134,0.797352342,0.999031008,0.23150021,0.999012833,0.801198801,0.197814032,0.8019905,0.50148075,0.275724276,0.225756475,0.549820258,1,0.581052632,0.418947368,0.581052632,0.998023715,1,0.001976285,0.998023715
CNN,98,train,CNN,(None),n/a,n/a,0.847567031,0.695519348,0.992248062,0.354241593,0.697674419,0.992195122,0.294520703,0.703162516,0.171890799,0.508292683,0.336401884,0.338172877,0.362473348,1,0.637526652,0.362473348,1,0.984375,0.015625,0.984375
CNN,99,train,CNN,(None),n/a,n/a,0.845580933,0.690427699,0.993217054,0.377416962,0.993217054,0.690427699,0.302789356,0.695142815,0.514534884,0.156822811,0.357712073,0.304785575,1,0.336244541,0.663755459,0.336244541,0.986220472,1,0.013779528,0.986220472
CNN,100,train,CNN,(None),n/a,n/a,0.882820258,0.765784114,0.994186047,0.245118084,0.993871297,0.777777778,0.216093519,0.782573941,0.498467824,0.260869565,0.237598259,0.523342837,1,0.54,0.46,0.54,0.987927565,1,0.012072435,0.987927565
No Cluster,1,x_rand_s,pytorch_classifier,(None),0,0,0.822740814,0.657841141,0.979651163,0.386460297,0.978787879,0.671875,0.306912879,0.686435759,0.516161616,0.15234375,0.363817866,0.295147383,1,0.317073171,0.682926829,0.317073171,0.958,1,0.042,0.958
No Cluster,2,x_rand_s,pytorch_classifier,(None),0,0,0.993048659,0.99796334,0.988372093,0.013786308,0.987987988,0.998029557,0.010041569,0.989938606,0.499499499,0.485714286,0.013785214,0.972401947,1,0.995959596,0.004040404,0.995959596,0.9765625,1,0.0234375,0.9765625
No Cluster,3,x_rand_s,pytorch_classifier,(None),0,0,0.994041708,0.99898167,0.989341085,0.015831491,0.997008973,0.991097923,0.00591105,0.994071217,0.500498504,0.484668645,0.01582986,0.968371814,1,0.997929607,0.002070393,0.997929607,0.994047619,0.984848485,0.009199134,0.990745781
No Cluster,4,x_rand_s,pytorch_classifier,(None),0,0,0.872889772,0.750509165,0.989341085,0.231866722,0.985685072,0.766409266,0.219275805,0.777539691,0.486707566,0.262548263,0.224159304,0.539437397,0.993589744,0.529182879,0.464406864,0.532596962,0.978431373,1,0.021568627,0.978431373
No Cluster,5,x_rand_s,pytorch_classifier,(None),0,0,0.763654419,0.516293279,0.999031008,0.581367361,0.530753968,0.997017893,0.466263924,0.532341468,0,0.504970179,0.504970179,0,0,0.996070727,0.996070727,0,1,0.997987928,0.002012072,0.997987928
No Cluster,6,x_rand_s,pytorch_classifier,(None),0,0,0.99652433,0.99592668,0.997093023,0.029274362,0.993933266,0.99902439,0.005091124,0.994903904,0.472194135,0.501463415,0.029269279,0.941632274,0.991471215,1,0.008528785,0.991471215,0.996153846,0.998046875,0.001893029,0.998103267
No Cluster,7,x_rand_s,pytorch_classifier,(None),0,0,0.747765641,0.487780041,0.995155039,0.569183782,0.509322866,0.991959799,0.482636933,0.513451116,0,0.486432161,0.486432161,0,0,0.993775934,0.993775934,0,1,0.990253411,0.009746589,0.990253411
No Cluster,8,x_rand_s,pytorch_classifier,(None),0,0,0.99652433,0.99796334,0.995155039,0.008507242,0.995947315,0.99707887,0.001131555,0.998865129,0.493414387,0.484907498,0.008506889,0.982759138,0.997938144,0.997987928,4.98E-05,0.999950116,0.994023904,0.996226415,0.002202511,0.997789146
No Cluster,9,x_rand_s,pytorch_classifier,(None),0,0,0.998013903,0.99592668,1,0.028408357,0.998107852,0.997910136,0.000197717,0.999801909,0.472090823,0.500522466,0.028431643,0.94319607,0.996007984,0.995841996,0.000165988,0.999833347,1,1,0,1
No Cluster,10,x_rand_s,pytorch_classifier,(None),0,0,0.958291956,0.918533605,0.996124031,0.089760855,0.9238921,0.994877049,0.070984949,0.928649526,0.40655106,0.495901639,0.08935058,0.819821972,0.842315369,0.997920998,0.155605629,0.844070193,1,0.991919192,0.008080808,0.991919192
No Cluster,11,x_rand_s,pytorch_classifier,(None),0,0,0.997020854,0.99898167,0.995155039,0.03166075,0.999012833,0.995004995,0.004007838,0.995988202,0.473840079,0.505494505,0.031654427,0.937379287,1,0.998011928,0.001988072,0.998011928,0.998127341,0.991967871,0.006159469,0.993828974
No Cluster,12,x_rand_s,pytorch_classifier,(None),0,0,0.954319762,0.912423625,0.994186047,0.126443784,0.914563107,0.995934959,0.081371853,0.918296017,0.386407767,0.512195122,0.125787355,0.754415164,0.822916667,0.998007968,0.175091301,0.824559215,0.994545455,0.993775934,0.000769521,0.999226259
No Cluster,13,x_rand_s,pytorch_classifier,(None),0,0,0.859980139,0.715885947,0.997093023,0.312316402,0.994140625,0.721212121,0.272928504,0.72546288,0.497070313,0.198989899,0.298080414,0.400325455,0.99410609,0.416490486,0.577615604,0.418959797,0.994174757,1,0.005825243,0.994174757
No Cluster,14,x_rand_s,pytorch_classifier,(None),0,0,0.998013903,0.99898167,0.997093023,0.002458758,0.997087379,0.99898374,0.001896361,0.99810171,0.487378641,0.489837398,0.002458758,0.994980462,1,0.997929607,0.002070393,0.997929607,0.994350282,1,0.005649718,0.994350282
No Cluster,15,x_rand_s,pytorch_classifier,(None),0,0,0.745283019,0.480651731,0.997093023,0.557766731,0.997008973,0.495548961,0.501460012,0.497035608,0.473579262,0,0.473579262,0,1,0,1,0,0.994350282,1,0.005649718,0.994350282
No Cluster,16,x_rand_s,pytorch_classifier,(None),0,0,0.754716981,0.50610998,0.99127907,0.569563574,0.991210938,0.51010101,0.481109927,0.514624073,0.494140625,0,0.494140625,0,1,0,1,0,0.982922201,1,0.017077799,0.982922201
No Cluster,17,x_rand_s,pytorch_classifier,(None),0,0,0.750248262,0.488798371,0.999031008,0.545709888,0.494416244,0.995140914,0.50072467,0.496830385,0.001015228,0.466472303,0.465457075,0.002176396,0,0.989690722,0.989690722,0,0.99795082,1,0.00204918,0.99795082
No Cluster,18,x_rand_s,pytorch_classifier,(None),0,0,0.990566038,0.989816701,0.99127907,0.058660822,0.991080278,0.990049751,0.001030526,0.998960199,0.516352825,0.457711443,0.058641382,0.886431566,1,0.978723404,0.021276596,0.978723404,0.981891348,1,0.018108652,0.981891348
No Cluster,19,x_rand_s,pytorch_classifier,(None),0,0,0.828699106,0.652749491,0.996124031,0.383576805,0.661016949,0.995054402,0.334037452,0.664302322,0.140578265,0.49851632,0.357938055,0.281993306,0.293139293,0.998003992,0.704864699,0.293725572,1,0.992156863,0.007843137,0.992156863
No Cluster,20,x_rand_s,pytorch_classifier,(None),0,0,0.99652433,0.99796334,0.995155039,0.034678473,0.996011964,0.997032641,0.001020677,0.998976285,0.506480558,0.471810089,0.034670469,0.931546298,0.996062992,1,0.003937008,0.996062992,0.995959596,0.994413408,0.001546188,0.998447539
No Cluster,21,x_rand_s,pytorch_classifier,(None),0,0,0.772591857,0.549898167,0.984496124,0.535226398,0.98467433,0.544329897,0.440344433,0.552801958,0.506704981,0.027835052,0.478869929,0.054933448,0.998058252,0.055674518,0.942383734,0.055782834,0.971644612,0.998011928,0.026367316,0.97358016
No Cluster,22,x_rand_s,pytorch_classifier,(None),0,0,0.716484608,0.483706721,0.937984496,0.618471135,0.509708738,0.932926829,0.423218091,0.546354464,0,0.547764228,0.547764228,0,0,0.995807128,0.995807128,0,1,0.873767258,0.126232742,0.873767258
No Cluster,23,x_rand_s,pytorch_classifier,(None),0,0,0.759682224,0.512219959,0.995155039,0.571634432,0.99315738,0.518668012,0.474489368,0.522241512,0.49657869,0,0.49657869,0,0.996039604,0,0.996039604,0,0.99034749,1,0.00965251,0.99034749
No Cluster,24,x_rand_s,pytorch_classifier,(None),0,0,0.776067527,0.547861507,0.993217054,0.490212981,0.993027888,0.56039604,0.432631849,0.564330616,0.489043825,0.053465347,0.435578478,0.109326289,0.997942387,0.106854839,0.891087548,0.107075158,0.988416988,0.998054475,0.009637486,0.990343727
No Cluster,25,x_rand_s,pytorch_classifier,(None),0,0,0.986593843,0.977596741,0.995155039,0.007540078,0.978417266,0.994236311,0.015819045,0.98408925,0.483042138,0.475504323,0.007537815,0.984395119,0.959100204,0.995943205,0.036843,0.963006926,0.997933884,0.99270073,0.005233154,0.994756011
No Cluster,26,x_rand_s,pytorch_classifier,(None),0,0,0.88182721,0.768839104,0.989341085,0.260956105,0.987939698,0.778213935,0.209725763,0.787714004,0.508542714,0.25515211,0.253390604,0.501731916,0.997983871,0.534979424,0.463004447,0.53606019,0.977955912,1,0.022044088,0.977955912
No Cluster,27,x_rand_s,pytorch_classifier,(None),0,0,0.99652433,0.99898167,0.994186047,0.00373201,0.996172249,0.996904025,0.000731776,0.999265951,0.491866029,0.488132095,0.003733934,0.992408637,0.998046875,1,0.001953125,0.998046875,0.994371482,0.993987976,0.000383506,0.999614323
No Cluster,28,x_rand_s,pytorch_classifier,(None),0,0,0.982621648,0.966395112,0.998062016,0.076694028,0.967164179,0.998017839,0.03085366,0.969085061,0.433830846,0.510406343,0.076575497,0.849971502,0.931477516,0.998058252,0.066580736,0.933289729,0.998141264,0.997975709,0.000165555,0.999834136
No Cluster,29,x_rand_s,pytorch_classifier,(None),0,0,0.991062562,0.99694501,0.985465116,0.006684133,0.989299611,0.992900609,0.003600998,0.996373255,0.490272374,0.496957404,0.00668503,0.986548082,0.997979798,0.995893224,0.002086574,0.997909202,0.981238274,0.98997996,0.008741686,0.991169835
No Cluster,30,x_rand_s,pytorch_classifier,(None),0,0,0.755213505,0.50203666,0.996124031,0.58214096,0.527237354,0.992900609,0.465663254,0.531007182,0.000972763,0.503042596,0.502069834,0.001933758,0,0.99195171,0.99195171,0,0.998158379,0.993865031,0.004293349,0.99569873
